user_id,taxi_id,driver_id,passenger_current_lat,passenger_current_lon,passenger_arrival_lat,passenger_arrival_lon,drivers_current_lat,drivers_current_lon,drivers_location,pickup_location,destination_location,drivers_review,booking_timestamp,booking_source,n_passengers,estimated_fare,estimated_arrival_time_in_m,vehicle_details,trip_duration,trip_distance,trip_rating,trip_id,time_of_day,day_of_week,weather_conditions,traffic_conditions,passenger_pick_up_time,status,order_completion_time
552,48,60,45.44220024,9.17175348,45.46819797,9.18762971,45.49311023,9.17231036,"F5VC+6W Milan, Metropolitan City of Milan, Italy","Via Imperia, 22, 20142 Milano MI, Italy","Piazzetta Dell'amore Giordano, 3, 20121 Milano MI, Italy",2.4044643289218635,2023-11-01 12:06:00,app,2,23.01759202166089,14,minivan,0 days 00:26:00,9.20199207631445,1.9053434578600585,8ecb3b7f-22f9-479c-92da-c1f95b0c4e6d,afternoon,Wednesday,snowy,normal,2023-11-01 12:17:00,completed,2023-11-01 12:43:00
611,34,39,45.46403376,9.16382378,45.45311352,9.18881903,45.46375324,9.15815078,"Via Domenico Cimarosa, 23, 20144 Milano MI, Italy","Via Bartolomeo Panizza, 2, 20144 Milano MI, Italy","Via Melegnano, 4, 20122 Milano MI, Italy",2.9077427990369475,2023-02-22 19:28:00,website,3,11.599060231955733,7,minivan,0 days 00:04:00,10.12563527463919,3.2412615798052435,105b6dde-d12c-459c-94e5-618716624a6b,evening,Wednesday,rainy,normal,2023-02-22 19:34:00,completed,2023-02-22 19:38:00
159,37,38,45.46378463,9.18917968,45.46538458,9.1835107,45.48772651,9.1848959,"Via Guglielmo Pepe, 40, 20159 Milano MI, Italy","P.za del Duomo, 4, 20122 Milano MI, Italy","Via Gaetano Negri, 58, 20013 Milano MI, Italy",1.0646910596012673,2023-03-10 09:34:00,app,3,39.25103918608055,5,minivan,None,,3.9800687376450883,865420c3-2332-4983-aa58-c5da51c7f22b,forenoon,Friday,sunny,moderate,None,cancelled,2023-03-10 09:52:00
467,14,70,45.44522487,9.16444687,45.48321864,9.17170753,45.4759131,9.18745635,"Via Solferino, 24, 20121 Milano MI, Italy","Via Carlo Torre, 43/A, 20143 Milano MI, Italy","Via Giulio Cesare Procaccini, 21, 20154 Milano MI, Italy",3.595457776840897,2023-07-16 12:43:00,website,3,28.603386530287125,6,hatchback,0 days 00:02:00,14.197808249301886,2.7312804037962137,316866d5-2d43-4621-9e79-46e8dacdf846,afternoon,Sunday,snowy,normal,2023-07-16 12:51:00,completed,2023-07-16 12:53:00
712,71,64,45.49341382,9.16920498,45.45967284,9.1693571,45.43643302,9.17776061,"Via Francesco de Sanctis, 23, 20141 Milano MI, Italy","Zona, 20158, 20158 Milano MI, Italy","Via Numa Pompilio, 7, 20123 Milano MI, Italy",2.068819338667206,2023-02-26 02:42:00,website,3,38.90394342819934,6,minivan,0 days 00:51:00,10.24713109380726,1.4935001087803434,78d3fa45-982d-447e-ae1c-9e2027bec8cc,night,Sunday,clear,moderate,2023-02-26 02:45:00,completed,2023-02-26 03:36:00
300,57,20,45.44472596,9.1537074,45.4828811,9.14851933,45.44657852,9.16997693,"Via Filippo Argelati, 35, 20143 Milano MI, Italy","Via Giacomo Watt, 6, 20143 Milano MI, Italy","Viale Lodovico Scarampo, 2, 20148 Milano MI, Italy",3.6408468001842214,2023-12-03 08:03:00,website,4,45.13828474990123,7,suv,None,,3.741905766732026,0a466eb3-d978-427d-8d74-47182314cfaa,morning,Sunday,cloudy,normal,None,cancelled,2023-12-03 08:08:00
715,38,20,45.46849318,9.17535739,45.45133105,9.18695991,45.46733648,9.15525885,"Via Michelangelo Buonarroti, 4, 20145 Milano MI, Italy","Piazzale Luigi Cadorna, 14, 20123 Milano MI, Italy","Piazzale di Porta Lodovica, 3, 20136 Milano MI, Italy",1.25274454211221,2023-04-09 09:33:00,website,2,44.54010527468149,12,minivan,None,,1.0747651056949419,0fb738db-7bcc-4562-ae03-209b1f6f279b,forenoon,Sunday,snowy,light,None,cancelled,2023-04-09 09:36:00
128,65,59,45.4481471,9.18410154,45.46305748,9.15977181,45.4825364,9.14685966,"Via Sebastiano Veniero, 12, 20148 Milano MI, Italy","Via Odoardo Tabacchi, 21, 20136 Milano MI, Italy","Via Coluccio Salutati, 11, 20144 Milano MI, Italy",3.9000266308969094,2023-01-28 04:27:00,website,1,13.351085177867844,15,minivan,0 days 00:08:00,3.655539239408832,3.4991898946723143,28958eb7-7845-4350-8152-e950339e8853,night,Saturday,snowy,moderate,2023-01-28 04:42:00,completed,2023-01-28 04:50:00
396,49,18,45.47799078,9.16131104,45.45168094,9.17330927,45.49269417,9.16148269,"Via Giuseppe Govone, 67, 20155 Milano MI, Italy","Piazza Sei Febbraio, 22, 20145 Milano MI, Italy","Alzaia Naviglio Grande, 26, 20144 Milano MI, Italy",1.1454023597427248,2023-10-07 23:11:00,app,1,13.879950057596627,5,sedan,None,,2.9601165917294456,11cb99cc-1a00-44be-ba24-e0977e3579cf,night,Saturday,cloudy,heavy,None,cancelled,2023-10-07 23:21:00
635,55,42,45.46213935,9.14994845,45.44297452,9.15255406,45.45653357,9.16251272,"Via Bergognone, 3, 20144 Milano MI, Italy","Via Privata Clefi, 3, 20146 Milano MI, Italy","Via Giacomo Watt, 13a, 20143 Milano MI, Italy",4.521371318985822,2023-03-18 08:07:00,app,2,40.014714982227375,15,sedan,None,,1.128382037410094,5d4f3172-5ca0-4f25-919b-8e16662ff2eb,morning,Saturday,snowy,heavy,None,cancelled,2023-03-18 08:23:00
160,16,42,45.45138432,9.17520438,45.47839612,9.15273808,45.44583163,9.14666056,"Ponte Richard Ginori, Via L. Il Moro Cavalcavia Don Milani, 20143, 20143 Milano MI, Italy","Ripa di Porta Ticinese, 27, 20143 Milano MI, Italy","Via Demetrio Stratos, 5, 20145 Milano MI, Italy",1.9218898909231794,2023-02-20 12:58:00,app,3,17.379048606168315,10,hatchback,None,,3.8717135926496384,14bcc505-14c5-4733-8878-b4179f6c9d04,afternoon,Monday,rainy,moderate,None,cancelled,2023-02-20 13:00:00
662,56,35,45.43382667,9.14823979,45.48147613,9.16358987,45.43621075,9.16966515,"Via Giovanni Palatucci, 568, 20142 Milano MI, Italy","Via Teramo, 16, 20142 Milano MI, Italy","Via Trebazio, 5, 20145 Milano MI, Italy",4.958422268547627,2023-09-19 11:06:00,website,2,45.95167839622307,12,suv,0 days 00:33:00,2.021468259193193,1.9738544715716153,af9ef939-3834-4d46-a40c-95d10948e63a,forenoon,Tuesday,clear,normal,2023-09-19 11:13:00,completed,2023-09-19 11:46:00
262,53,58,45.45229961,9.14782119,45.43575806,9.18826305,45.44449792,9.16791671,"Viale Romolo, 2, 20143 Milano MI, Italy","Via Vespri Siciliani, 35, 20146 Milano MI, Italy","Via Lampedusa, 13, 20141 Milano MI, Italy",2.609430080296363,2023-09-08 02:59:00,app,1,13.472767335753758,7,suv,0 days 00:48:00,5.073785408392675,1.0696330798033342,da0f7321-65a2-449a-b96e-43bc4c3a2bee,night,Friday,sunny,heavy,2023-09-08 03:07:00,completed,2023-09-08 03:55:00
535,17,2,45.48971998,9.15908296,45.46112029,9.18188184,45.4472464,9.15064886,"Alzaia Naviglio Grande, 154, 20144 Milano MI, Italy","Via Caracciolo Francesco Ammiraglio, 30, 20155 Milano MI, Italy","Via S. Sisto, 6, 20123 Milano MI, Italy",2.24687017450401,2023-02-25 08:52:00,app,3,15.306717196051336,13,suv,None,,1.3372988640907142,555eb5f8-d487-4446-a953-c5efe999b643,morning,Saturday,cloudy,moderate,None,cancelled,2023-02-25 08:54:00
721,26,37,45.48784979,9.18447961,45.4378706,9.17937879,45.45685598,9.17937022,"Via Arena, 10, 20123 Milano MI, Italy","Via Guglielmo Pepe, 40, 20159 Milano MI, Italy","Viale Giovanni da Cermenate, 31, 20141 Milano MI, Italy",1.0003012387779346,2023-05-21 04:36:00,website,4,15.73886061215421,15,suv,None,,2.710381247630562,3ce79806-c1aa-4bab-b5dd-6f89990a8607,night,Sunday,clear,normal,None,cancelled,2023-05-21 04:39:00
314,22,18,45.44962696,9.17526728,45.45104038,9.14835654,45.48052217,9.17005225,"Via Luigi Canonica, 78-82, 20154 Milano MI, Italy","Via Emilio Gola, 16/8, 20143 Milano MI, Italy","Via Tito Vignoli, 27, 20146 Milano MI, Italy",1.1098891234893276,2023-01-05 11:27:00,app,1,19.243885733913682,11,sedan,None,,2.432973772658286,dc8b5d52-a278-4cc6-89cb-3416e9876154,forenoon,Thursday,rainy,moderate,None,cancelled,2023-01-05 11:44:00
621,22,19,45.46094605,9.18680903,45.48243236,9.15075942,45.45298544,9.1857743,"Via Gerolamo Borgazzi, 4, 20122 Milano MI, Italy","Via Zebedia, 2Bis, 20123 Milano MI, Italy","Via Nicodemo Tranchedini, 4, 20149 Milano MI, Italy",2.8439884959526913,2023-07-06 14:03:00,website,4,48.78660872323019,14,suv,-1 days +23:58:00,3.4106998255172245,4.402030569894828,ac82331f-cc8c-471e-b3e2-530f08cf2ca1,afternoon,Thursday,windy,light,2023-07-06 14:21:00,completed,2023-07-06 14:19:00
242,62,46,45.45764831,9.15504041,45.45051787,9.15440482,45.46811003,9.16125289,"Via Mario Pagano, 67, 20145 Milano MI, Italy","Via Giorgio Washington, 81, 20146 Milano MI, Italy","Viale Carlo Troya, 18, 20144 Milano MI, Italy",4.004320555485615,2023-04-12 11:51:00,website,1,34.72616806458727,11,hatchback,0 days 00:12:00,3.7136970594666976,1.9533123520050348,daa6d3b2-5ef4-42dc-8214-49e2919fb203,forenoon,Wednesday,cloudy,light,2023-04-12 11:58:00,completed,2023-04-12 12:10:00
735,37,26,45.48253694,9.17874574,45.46285298,9.16622557,45.4663429,9.14956864,"P.za de Angeli Ernesto, 1, 20146 Milano MI, Italy","Via Bramante, 36, 20154 Milano MI, Italy","Via Gian Battista Vico, 10, 20015 Parabiago MI, Italy",1.795927476180653,2023-12-01 03:32:00,website,4,10.888700281752431,15,suv,None,,2.5313470811005208,2d0ae5d1-4228-4ce1-922f-756b5c9b3bca,night,Friday,cloudy,normal,None,cancelled,2023-12-01 04:02:00
710,72,8,45.46652494,9.18066307,45.45580393,9.17164881,45.47532406,9.16851344,"Via Antonio Canova, 19a, 20145 Milano MI, Italy","Via S. Giovanni sul Muro, 10, 20121 Milano MI, Italy","Via Francesco Carchidio, 2, 20144 Milano MI, Italy",2.1366887475965997,2023-02-01 02:49:00,app,4,22.271700194068305,5,hatchback,0 days 00:46:00,5.45373301482668,1.151167415183588,b0bc2f12-c467-4336-b658-1a0713b15d73,night,Wednesday,clear,heavy,2023-02-01 02:58:00,completed,2023-02-01 03:44:00
576,27,62,45.46529035,9.18494547,45.44817796,9.18839664,45.46697122,9.16285339,"Via Antonio Scarpa, 1, 20145 Milano MI, Italy","Via Santa Maria Segreta, 5, 20123 Milano MI, Italy","Via Roberto Sarfatti, 11, 20136 Milano MI, Italy",1.0118403038727126,2023-07-13 05:48:00,website,3,25.46657065278792,6,hatchback,None,,1.8508331863241514,a971c38a-a79e-4a5a-b90c-1a115756979d,night,Thursday,snowy,heavy,None,cancelled,2023-07-13 05:51:00
648,53,24,45.44728802,9.14831986,45.46832332,9.18205121,45.4875986,9.17755851,"F5QH+22 Milan, Metropolitan City of Milan, Italy","Via Savona, 127, 20144 Milano MI, Italy","Cairoli, 20121 Milano MI, Italy",2.6673958966363234,2023-07-16 16:38:00,website,3,26.730967545732454,6,hatchback,0 days 00:11:00,9.014487844549851,1.5966822241424419,718eacbd-f651-402f-a59e-dc53bafef9be,afternoon,Sunday,snowy,moderate,2023-07-16 16:48:00,completed,2023-07-16 16:59:00
105,43,10,45.43722439,9.16686501,45.48488935,9.1876296,45.45306998,9.18293309,"Via Sambuco, 9, 20122 Milano MI, Italy","Viale Famagosta, 54, 20142 Milano MI, Italy","P.za Sigmund Freud, 1, 20124 Milano MI, Italy",3.580725323680923,2023-04-23 19:53:00,app,1,10.063456056573221,15,sedan,0 days 00:02:00,2.7637674017174847,1.6078258564380725,5eaffef8-b025-43fe-9eac-2682455c5a3e,evening,Sunday,sunny,light,2023-04-23 20:08:00,completed,2023-04-23 20:10:00
188,71,75,45.47197305,9.18797614,45.43980914,9.15008616,45.43741335,9.15463605,"Piazza Guglielmo Miani, 6, 20143 Milano MI, Italy","Via Brera, 28, 20121 Milano MI, Italy","Via Bari, 6, 20143 Milano MI, Italy",2.497750764276753,2023-08-22 23:48:00,website,2,26.12985966844021,13,minivan,0 days 00:20:00,1.106773698578964,4.921426194819378,ba2642dc-75c2-4bac-b968-2fd2a1fa5e23,night,Tuesday,snowy,moderate,2023-08-23 00:02:00,completed,2023-08-23 00:22:00
351,10,63,45.48027591,9.17726047,45.45168188,9.15069986,45.46296784,9.16112765,"Via Andrea Verga, 16, 20144 Milano MI, Italy","Via Giuseppe Giusti, 14, 20154 Milano MI, Italy","Via Leone Tolstoi, 21, 20146 Milano MI, Italy",3.9492642043656025,2023-06-13 04:18:00,app,1,33.027226659622826,9,minivan,0 days 00:23:00,18.918376588167686,1.252979145027513,9cc70ca9-f1bf-4449-9104-87db176ce65f,night,Tuesday,cloudy,light,2023-06-13 04:26:00,completed,2023-06-13 04:49:00
683,10,19,45.45014773,9.1497846,45.46287805,9.18883507,45.46681104,9.16254037,"Via Antonio Scarpa, 3, 20145 Milano MI, Italy","Via Savona, 108, 20144 Milano MI, Italy","Via Cappellari, 5, 20123 Milano MI, Italy",4.735648579747295,2023-02-15 11:08:00,website,1,42.719179322096906,7,hatchback,0 days 00:02:00,1.404606944070908,3.249320014066425,822107b2-4dd5-49f0-a0cf-538a44401a7f,forenoon,Wednesday,cloudy,light,2023-02-15 11:17:00,completed,2023-02-15 11:19:00
13,61,67,45.43870112,9.1578327,45.49229389,9.17575809,45.46474313,9.14789389,"Via Giuseppe Frua, 21/6, 20146 Milano MI, Italy","Via Ferrero, 20, 20143 Milano MI, Italy","F5RG+W8 Milan, Metropolitan City of Milan, Italy",2.5708634487054303,2023-09-14 18:57:00,website,2,10.952772921810038,11,minivan,0 days 00:22:00,1.283219314977195,4.26261856425542,a5ce0c57-9131-435a-99c6-a9f971920aa8,evening,Thursday,rainy,heavy,2023-09-14 19:09:00,completed,2023-09-14 19:31:00
79,48,28,45.45770149,9.15394295,45.44202409,9.16153523,45.43358715,9.1733986,"Via Don Rodrigo, 2, 20142 Milano MI, Italy","Via Giorgio Washington, 84, 20146 Milano MI, Italy","Via Santander, 3, 20143 Milano MI, Italy",4.077073310888547,2023-08-03 02:43:00,app,1,45.89611959742588,7,sedan,0 days 00:48:00,1.3511585235575458,4.313162788565016,364db676-5a99-42c5-98da-ba8c8fa419b3,night,Thursday,snowy,normal,2023-08-03 02:46:00,completed,2023-08-03 03:34:00
374,4,2,45.44483181,9.16441825,45.4498801,9.17869415,45.45642927,9.17963054,"Via Arena, 11, 20123 Milano MI, Italy","Viale Cassala, 51, 20143 Milano MI, Italy","Corso S. Gottardo, 22, 20136 Milano MI, Italy",1.6079153506095523,2023-09-23 17:05:00,app,1,14.233679665180556,11,hatchback,None,,2.9107308550943856,81fa8ddd-976d-486f-b344-61d7b326625e,evening,Saturday,sunny,normal,None,cancelled,2023-09-23 17:14:00
18,70,2,45.47852871,9.15143598,45.4630997,9.17657957,45.43394184,9.17945236,"Via Anton Giulio Barrili, 27, 20141 Milano MI, Italy","V.le Eginardo, 3, 20149 Milano MI, Italy","5 - Università Cattolica, 20123 Milano MI, Italy",2.6754125723964783,2023-09-23 19:15:00,app,1,42.17567160741938,8,suv,0 days 00:41:00,8.324282383906581,2.3830138676321466,d9efd6b3-bb39-4bb4-b758-bd3fae335ca4,evening,Saturday,clear,heavy,2023-09-23 19:28:00,completed,2023-09-23 20:09:00
127,48,73,45.46611484,9.17690564,45.49121767,9.18729755,45.4943449,9.15882639,"Via Mac Mahon, 92, 20155 Milano MI, Italy","Corso Magenta, 32, 20123 Milano MI, Italy","Via Vincenzo Civerchio, 5, 20159 Milano MI, Italy",1.6665781912468396,2023-11-03 20:28:00,website,2,31.149629241009663,11,suv,0 days 00:29:00,6.684998695038832,3.2069034389584696,ea0cb6ca-f19e-49f2-b71c-5589c0998f19,evening,Friday,cloudy,moderate,2023-11-03 20:41:00,completed,2023-11-03 21:10:00
4,73,73,45.44622253,9.16551339,45.43712779,9.14942885,45.45452822,9.15188377,"Piazza Simone Bolivar, 7, 20146 Milano MI, Italy","Via Carlo Torre, 29, 20143 Milano MI, Italy","Viale Faenza, 26/3, 20142 Milano MI, Italy",4.870109240436026,2023-05-27 08:30:00,website,1,20.484291091960912,5,hatchback,None,,4.156784482172619,3c90f071-790a-47ff-80bd-dd75eda0a9fe,morning,Saturday,windy,heavy,None,cancelled,2023-05-27 08:50:00
141,73,7,45.48902267,9.16116877,45.44105062,9.16559924,45.47620411,9.17241555,"Piazza Sempione, 31, 20121 Milano MI, Italy","Via Tolentino, 2, 20155 Milano MI, Italy","Via Franco Russoli, 14, 20143 Milano MI, Italy",3.696079935768804,2023-11-02 00:37:00,app,1,26.503936863279588,13,minivan,0 days 00:40:00,11.963938148386065,3.145655630499758,50c547f7-1080-42ed-9733-071fdf9813cc,night,Thursday,windy,light,2023-11-02 00:46:00,completed,2023-11-02 01:26:00
44,9,59,45.45216982,9.16861464,45.46679561,9.18243856,45.49239722,9.17543829,"F5RG+X5 Milan, Metropolitan City of Milan, Italy","Via Vincenzo Forcella, 7, 20144 Milano MI, Italy","Via Porlezza, 3, 20123 Milano MI, Italy",2.0934280789054505,2023-07-25 09:16:00,app,3,21.96221202656599,10,minivan,0 days 00:33:00,8.236115663893548,3.623963124048808,cc1da913-abdf-4896-9d9d-8829a152f235,forenoon,Tuesday,snowy,heavy,2023-07-25 09:22:00,completed,2023-07-25 09:55:00
154,46,11,45.47288533,9.16480202,45.46538127,9.16290943,45.44556378,9.1857795,"Viale Tibaldi, 53, 20136 Milano MI, Italy","Via Vincenzo Monti, 59, 20145 Milano MI, Italy","Via Emilio Motta, 17, 20144 Milano MI, Italy",1.679192712521406,2023-09-15 18:22:00,website,2,27.354130824755465,14,minivan,0 days 00:25:00,11.186182126906415,4.600739574930328,46a31706-f571-47f8-a7ad-b2ea5a2ec30c,evening,Friday,sunny,moderate,2023-09-15 18:39:00,completed,2023-09-15 19:04:00
258,41,38,45.47147095,9.15418167,45.45966324,9.1827435,45.46526343,9.1669525,"Corso Magenta, 83/2, 20123 Milano MI, Italy","Via Monte Rosa, 8, 20145 Milano MI, Italy","Via Stampa, 9, 20123 Milano MI, Italy",3.8369622123429465,2023-02-27 03:44:00,website,3,13.837843866036481,15,hatchback,0 days 00:44:00,12.067030104979157,1.1993674569258541,bb547356-ae56-4490-a9bc-eadc1fbcc805,night,Monday,sunny,normal,2023-02-27 03:58:00,completed,2023-02-27 04:42:00
103,53,43,45.48783853,9.15927274,45.45148113,9.16038048,45.49501592,9.16351859,"Via Melchiorre Delfico, 24A, 20158 Milano MI, Italy","Via Cenisio, 72, 20154 Milano MI, Italy","Via Stendhal, 13, 20144 Milano MI, Italy",1.2647001833149103,2023-02-06 01:06:00,app,1,28.471019392057613,6,sedan,None,,3.2598916453464177,ee3b1cc6-107e-4115-b44b-545b6d0af1a6,night,Monday,snowy,light,None,cancelled,2023-02-06 01:36:00
371,10,60,45.45688135,9.15304297,45.44860666,9.17259328,45.43930017,9.17433565,"Via Bordighera, 35, 20142 Milano MI, Italy","Via Romolo Gessi, 48, 20146 Milano MI, Italy","Via Giovanni Segantini, 20, 20143 Milano MI, Italy",3.6551223857022843,2023-07-14 03:17:00,app,4,48.91772533084436,11,suv,0 days 00:14:00,17.756662873763727,4.925535885043036,6acb4283-c0a1-432a-b4fa-e8524f2884b2,night,Friday,rainy,normal,2023-07-14 03:26:00,completed,2023-07-14 03:40:00
334,68,10,45.44203783,9.14791956,45.49132248,9.16604312,45.46075888,9.18588857,"Vicolo Pusterla, 5104, 20123 Milano MI, Italy","Via Santa Rita da Cascia, 4, 20143 Milano MI, Italy","Via Giuseppe Govone, 48A, 20155 Milano MI, Italy",3.2959041188817513,2023-09-09 09:10:00,app,4,28.82083726047044,14,suv,0 days 00:06:00,12.323165117589454,2.828587671965072,87c3177c-cc9e-4bb9-b932-0fd9de7559e5,forenoon,Saturday,windy,light,2023-09-09 09:22:00,completed,2023-09-09 09:28:00
172,12,58,45.44928357,9.16595396,45.47516062,9.18080489,45.46314059,9.15865824,"Via Coluccio Salutati, 18, 20144 Milano MI, Italy","Via Privata Eugenio Barsanti, 2, 20143 Milano MI, Italy","Arena, 20154 Milano MI, Italy",4.540098406430424,2023-11-12 22:03:00,website,2,40.56626678220254,10,minivan,0 days 00:41:00,17.005677210431358,4.49971115212743,f055cd7c-1914-4852-aad9-6572b251b4e9,night,Sunday,sunny,heavy,2023-11-12 22:12:00,completed,2023-11-12 22:53:00
137,68,54,45.4515769,9.1618434,45.48109607,9.15830214,45.44544047,9.18738007,"Viale Tibaldi, 72, 20141 Milano MI, Italy","Via Tortona, 31, 20144 Milano MI, Italy","fra Girolamo Savonarola, 10, 20149 Milano MI, Italy",1.1313140988661616,2023-08-06 09:54:00,app,3,26.83231378249622,14,minivan,None,,3.096877798591642,12fed2ca-112e-4edf-8d9f-e3879e40a8ae,forenoon,Sunday,snowy,light,None,cancelled,2023-08-06 10:15:00
2,69,62,45.48099796,9.18235125,45.43610128,9.16908585,45.46294205,9.15081625,"Via Malachia Marchesi de' Taddei, 9, 20146 Milano MI, Italy","Via Alessandro Volta, 29, 20121 Milano MI, Italy","MILANO Famagosta M2 - Autostazione, 20142 Milano MI, Italy",1.8102961530979091,2023-03-28 16:15:00,app,1,25.396137660038654,15,sedan,None,,1.0403642417497392,feaee0ff-b83f-4cde-b2f2-551fcbf19bd9,afternoon,Tuesday,windy,moderate,None,cancelled,2023-03-28 16:27:00
